Date,Open,High,Low,Close,Adj Close,Volume
2026-01-22,89378.524670,90258.957465,88438.448235,89462.449313,89462.449313,35549685694.39
2026-01-23,89462.049379,91100.250612,88486.357704,89503.878513,89503.878513,38997586037.34
2026-01-24,89506.151817,89811.612901,89044.290998,89110.737658,89110.737658,14558687712.35
2026-01-25,89104.764014,89193.146153,86003.710377,86572.215340,86572.215340,36124986722.45
2026-01-26,86566.522909,88743.069693,86429.292783,88267.136758,88267.136758,45329286973.62
2026-01-27,88257.473752,89427.127404,87228.923972,89102.568497,89102.568497,38744942267.49
2026-01-28,89104.043674,90439.288583,88721.461202,89184.570444,89184.570444,39807419295.74
2026-01-29,89169.848022,89200.784300,83250.598256,84561.584859,84561.584859,64653083162.25
2026-01-30,84562.728086,84602.163483,81071.472849,84128.658762,84128.658762,72083816087.41
2026-01-31,84126.498154,84136.921181,75815.882843,78621.114028,78621.114028,70479259159.27
2026-02-01,78626.126926,79322.612509,75698.901206,76974.442908,76974.442908,53372509743.57
2026-02-02,76968.872934,79258.608481,74551.333199,78688.764338,78688.764338,75140589683.9
2026-02-03,78693.509356,79118.848041,72897.144447,75633.549920,75633.549920,68249110822.41
2026-02-04,75640.093625,76864.655950,71779.930977,73019.699802,73019.699802,67215363944.09
2026-02-05,73016.372865,73161.554841,62353.535301,62702.097712,62702.097712,125509410907.56
2026-02-06,62704.451529,71681.307804,60074.203006,70555.387264,70555.387264,114674259489.47
2026-02-07,70553.795320,71611.151908,67364.442913,69281.972345,69281.972345,62347107662.58
2026-02-08,69283.729041,72206.908885,68852.902288,70264.724719,70264.724719,39721722619.01
2026-02-09,70243.330708,71369.972219,68291.027780,70120.780989,70120.780989,52081598791.71
2026-02-10,70137.388295,70464.269098,67913.090059,68793.959904,68793.959904,40593063076.57
2026-02-11,68791.862231,69242.680216,65757.301055,66991.970907,66991.970907,49671946030.32
2026-02-12,66992.191832,68339.492301,65092.108010,66221.844842,66221.844842,44651071271.06
2026-02-13,66213.378627,69382.834632,65835.780180,68857.842514,68857.842514,40820775886.43
2026-02-14,68856.985545,70481.161350,68706.614050,69767.623426,69767.623426,36012397644.78
2026-02-15,69764.954160,70939.291472,68052.548929,68788.189819,68788.189819,40191152749.94
2026-02-16,68782.399330,70067.236021,67301.584611,68843.153534,68843.153534,33618145425.51
2026-02-17,68843.090003,69201.866942,66615.283622,67494.215251,67494.215251,34866936040.44
2026-02-18,67488.022257,68434.432991,65845.900905,66425.323636,66425.323636,33094301642.96
2026-02-19,66425.625451,67277.122286,65637.426619,66957.523861,66957.523861,31492987019.05
2026-02-20,66958.575492,68269.028982,66452.482785,68005.420642,68005.420642,47507867303.75
2026-02-21,68000.246486,68657.699255,67533.067968,68003.764503,68003.764503,18357635642.07
2026-02-22,67998.824642,68235.227634,67185.601165,67659.391430,67659.391430,17893536012.27
2026-02-23,67668.428542,67668.428542,63924.438453,64616.736397,64616.736397,50953457309.11
2026-02-24,64616.017408,64992.158179,62553.187502,64080.041804,64080.041804,40849331086.22
2026-02-25,64077.769685,69953.533836,63942.485806,67960.123242,67960.123242,53629234354.54
2026-02-26,67954.866305,68843.354564,66523.736210,67453.770040,67453.770040,42988597522.92
2026-02-27,67456.516767,68220.408048,64946.036750,65881.795125,65881.795125,40283655942.19
2026-02-28,65878.927673,67714.526096,63062.217378,66995.861324,66995.861324,42041497112.34
2026-03-01,67005.886412,68162.820049,65076.728556,65738.098207,65738.098207,40733141928.58
2026-03-02,65734.081295,70044.000320,65303.135793,68775.847737,68775.847737,56698092052.41
2026-03-03,68785.074809,69232.889098,66237.614599,68293.649154,68293.649154,47947999048.51
2026-03-04,68290.563583,74051.808207,67437.405990,72710.580678,72710.580678,75073101273.7
2026-03-05,72712.657545,73555.791993,70654.884073,70841.128070,70841.128070,51172841726.65
2026-03-06,70842.155698,71378.566541,67757.819870,68136.492279,68136.492279,43776962871.05
2026-03-07,68136.686180,68515.163483,66969.258872,67272.597294,67272.597294,23258701211.49
2026-03-08,67272.503627,68177.790278,65639.197862,65969.780802,65969.780802,33195080115.6
2026-03-09,65969.583491,69474.948925,65858.011103,68402.386694,68402.386694,49499875377.98
2026-03-10,68402.716438,71770.895464,68402.716438,69926.918157,69926.918157,54003996095.67
2026-03-11,69931.253426,71337.663724,68998.870508,70204.884136,70204.884136,45236859848.17
2026-03-12,70209.765224,70775.828769,69230.152401,70493.458581,70493.458581,40871848129.31
2026-03-13,70497.047172,73927.324909,70410.724533,70968.267673,70968.267673,61167226504.68
2026-03-14,70965.378988,71291.204981,70339.589229,71214.628209,71214.628209,22283546496.27
2026-03-15,71213.679401,73173.006079,70882.418560,72789.917267,72789.917267,27991268669.37
2026-03-16,72798.169875,74901.857668,72300.629222,74861.083674,74861.083674,55572438409.41
2026-03-17,74855.295551,75988.400518,73444.227709,73922.474011,73922.474011,49500721728.03
2026-03-18,73936.850592,74658.978966,70503.856832,71245.578543,71245.578543,46229011154.73
2026-03-19,71250.351196,71598.847302,68805.524723,69912.787777,69912.787777,44631433398.47
2026-03-20,69911.528125,71346.798307,69398.883214,70522.583954,70522.583954,38299078407.33
2026-03-21,70522.469361,71051.270429,68602.916011,68711.527174,68711.527174,21109354717.61
